"Function","Algorithm","Value"
"rastrigin_20d","GA",15.9625541132107
"rastrigin_20d","GA",17.3273329548031
"rastrigin_20d","GA",9.16427834833712
"rastrigin_20d","GA",9.56171102736684
"rastrigin_20d","GA",11.9489534926254
"rastrigin_20d","GA",1.83837406564646
"rastrigin_20d","GA",11.0829384960871
"rastrigin_20d","GA",18.7425502550253
"rastrigin_20d","GA",10.6422729445879
"rastrigin_20d","GA",11.39512395055
"rastrigin_20d","GA",91.0584983306228
"rastrigin_20d","GA",11.0326271201589
"rastrigin_20d","GA",22.1752362313631
"rastrigin_20d","GA",9.00052786715329
"rastrigin_20d","GA",6.38890611007025
"rastrigin_20d","GA",22.6518428006952
"rastrigin_20d","GA",17.6358498702106
"rastrigin_20d","GA",20.6282401587675
"rastrigin_20d","GA",11.5256946012572
"rastrigin_20d","GA",12.5746388617412
"rastrigin_20d","GA",10.4158662880269
"rastrigin_20d","GA",15.5633523632506
"rastrigin_20d","GA",83.8991718320211
"rastrigin_20d","GA",11.0834578635393
"rastrigin_20d","GA",9.00466286504331
"rastrigin_20d","GA",11.8659852498053
"rastrigin_20d","GA",11.5242617153752
"rastrigin_20d","GA",75.5579260297597
"rastrigin_20d","GA",14.7825234639363
"rastrigin_20d","GA",25.1291411789687
"rastrigin_20d","GA",11.2258430108594
"rastrigin_20d","GA",17.5595788677051
"rastrigin_20d","GA",9.07723547167828
"rastrigin_20d","GA",8.70250483646865
"rastrigin_20d","GA",8.64479233285928
"rastrigin_20d","GA",26.3486156052898
